Dataset,Algorithm,Lambda,MemoryKB,TimeMS,TourLength,Bends,AvgBendAngle,Accuracy%
a280,hhi_MST,25.00,3712,0,3360,273,133.53,0.00
a280,hhi_MST,50.00,3712,0,3395,274,138.02,0.00
a280,hhi_MST,75.00,3712,0,3395,274,138.02,0.00
a280,hhi_MST,100.00,3712,0,3395,274,138.02,0.00
a280,hhi_MST,200.00,3712,0,3349,272,134.33,0.00
xql662,hhi_MST,0.00,3712,0,3468,646,128.09,0.00
xql662,hhi_MST,0.50,3712,0,3442,646,129.29,0.00
xql662,hhi_MST,1.00,3712,0,3478,645,130.05,0.00
xql662,hhi_MST,1.50,3712,0,3563,653,129.89,0.00
xql662,hhi_MST,2.00,3712,0,3624,653,129.59,0.00
xql662,hhi_MST,2.50,3712,0,3601,652,129.61,0.00
xql662,hhi_MST,3.00,3712,0,3594,654,129.87,0.00
xql662,hhi_MST,3.50,3712,0,3531,652,130.40,0.00
xql662,hhi_MST,4.00,3712,0,3668,655,129.73,0.00
xql662,hhi_MST,4.50,3712,0,3674,655,129.83,0.00
xql662,hhi_MST,5.00,3712,0,3674,655,129.83,0.00
xql662,hhi_MST,7.00,3712,0,3507,655,131.72,0.00
xql662,hhi_MST,10.00,3712,0,3595,657,132.58,0.00
xql662,hhi_MST,25.00,3712,0,3794,655,133.77,0.00
xql662,hhi_MST,50.00,3712,0,3690,658,135.17,0.00
xql662,hhi_MST,75.00,3712,0,3760,659,137.07,0.00
xql662,hhi_MST,100.00,3712,0,4045,659,134.08,0.00
xql662,hhi_MST,200.00,3712,0,3745,659,135.46,0.00
kz9976,hhi_MST,0.00,3968,9,1674745,9937,111.69,0.00
kz9976,hhi_MST,0.50,3968,8,1662252,9942,111.99,0.00
kz9976,hhi_MST,1.00,3968,7,1662307,9942,112.01,0.00
kz9976,hhi_MST,1.50,3968,9,1661399,9942,112.02,0.00
kz9976,hhi_MST,2.00,3968,9,1662865,9941,111.92,0.00
kz9976,hhi_MST,2.50,3968,8,1662404,9942,111.90,0.00
kz9976,hhi_MST,3.00,3968,7,1661932,9942,111.86,0.00
kz9976,hhi_MST,3.50,3968,9,1661726,9942,111.89,0.00
kz9976,hhi_MST,4.00,3968,8,1678064,9945,112.11,0.00
kz9976,hhi_MST,4.50,3968,7,1678547,9945,112.14,0.00
kz9976,hhi_MST,5.00,3968,8,1663189,9941,112.15,0.00
kz9976,hhi_MST,7.00,3968,7,1674327,9942,112.38,0.00
kz9976,hhi_MST,10.00,3968,7,1686183,9948,111.96,0.00
kz9976,hhi_MST,25.00,3968,21,1660533,9946,113.14,0.00
kz9976,hhi_MST,50.00,3968,18,1664030,9952,113.99,0.00
kz9976,hhi_MST,75.00,3968,8,1679746,9958,113.60,0.00
kz9976,hhi_MST,100.00,3968,8,1683048,9946,114.00,0.00
kz9976,hhi_MST,200.00,3968,8,1684927,9954,116.55,0.00
ei8246,hhi_MST,0.00,3988,11,278826,8229,114.75,0.00
ei8246,hhi_MST,0.50,3988,12,279804,8229,114.39,0.00
ei8246,hhi_MST,1.00,3988,12,279831,8229,114.87,0.00
ei8246,hhi_MST,1.50,3988,11,278881,8233,115.24,0.00
ei8246,hhi_MST,2.00,3988,10,280154,8229,114.90,0.00
ei8246,hhi_MST,2.50,3988,10,281412,8227,114.92,0.00
ei8246,hhi_MST,3.00,3988,12,281602,8228,115.26,0.00
ei8246,hhi_MST,3.50,3988,10,283741,8221,115.15,0.00
ei8246,hhi_MST,4.00,3988,10,284306,8225,115.12,0.00
ei8246,hhi_MST,4.50,3988,13,279086,8226,115.44,0.00
ei8246,hhi_MST,5.00,3988,12,283425,8231,115.89,0.00
ei8246,hhi_MST,7.00,3988,13,284611,8233,115.73,0.00
ei8246,hhi_MST,10.00,3988,13,283627,8225,116.36,0.00
ei8246,hhi_MST,25.00,3988,10,285226,8225,118.14,0.00
ei8246,hhi_MST,50.00,3988,11,290342,8234,119.71,0.00
ei8246,hhi_MST,75.00,3988,10,292126,8235,121.37,0.00
ei8246,hhi_MST,100.00,4116,10,296375,8235,122.30,0.00
ei8246,hhi_MST,200.00,4116,12,304130,8238,124.43,0.00
vm22775,hhi_MST,0.00,4380,27,885141,22245,115.40,0.00
vm22775,hhi_MST,0.50,4380,26,904823,22304,116.73,0.00
vm22775,hhi_MST,1.00,4380,27,902523,22294,116.78,0.00
vm22775,hhi_MST,1.50,4380,25,902405,22288,116.75,0.00
vm22775,hhi_MST,2.00,4380,29,901310,22292,116.79,0.00
vm22775,hhi_MST,2.50,4380,25,902825,22309,116.73,0.00
vm22775,hhi_MST,3.00,4380,24,901108,22319,116.78,0.00
vm22775,hhi_MST,3.50,4380,26,896788,22327,116.77,0.00
vm22775,hhi_MST,4.00,4380,24,897781,22338,116.94,0.00
vm22775,hhi_MST,4.50,4380,22,898172,22339,117.10,0.00
vm22775,hhi_MST,5.00,4380,25,898427,22339,117.14,0.00
vm22775,hhi_MST,7.00,4380,30,907657,22350,117.43,0.00
vm22775,hhi_MST,10.00,4380,16,896422,22344,117.80,0.00
vm22775,hhi_MST,25.00,4380,23,900931,22395,118.95,0.00
vm22775,hhi_MST,50.00,4380,22,895743,22477,119.67,0.00
vm22775,hhi_MST,75.00,4380,18,922309,22501,120.18,0.00
vm22775,hhi_MST,100.00,4380,16,924646,22529,120.34,0.00
vm22775,hhi_MST,200.00,4380,19,931019,22581,121.31,0.00
ja9847,hhi_MST,0.00,4380,7,834740,9757,113.78,0.00
ja9847,hhi_MST,0.50,4380,7,816847,9762,114.73,0.00
ja9847,hhi_MST,1.00,4380,7,822148,9759,114.65,0.00
ja9847,hhi_MST,1.50,4380,8,822691,9757,114.85,0.00
ja9847,hhi_MST,2.00,4380,7,822822,9763,115.04,0.00
ja9847,hhi_MST,2.50,4380,7,823318,9764,115.30,0.00
ja9847,hhi_MST,3.00,4380,7,817179,9767,115.39,0.00
ja9847,hhi_MST,3.50,4380,6,816916,9767,115.65,0.00
ja9847,hhi_MST,4.00,4380,7,821014,9767,115.90,0.00
ja9847,hhi_MST,4.50,4380,8,798309,9777,115.71,0.00
ja9847,hhi_MST,5.00,4380,7,806514,9771,115.69,0.00
ja9847,hhi_MST,7.00,4380,7,806619,9773,116.10,0.00
ja9847,hhi_MST,10.00,4380,8,823881,9778,116.35,0.00
ja9847,hhi_MST,25.00,4380,6,821664,9787,117.71,0.00
ja9847,hhi_MST,50.00,4380,9,848413,9813,119.58,0.00
ja9847,hhi_MST,75.00,4380,7,844770,9810,120.19,0.00
ja9847,hhi_MST,100.00,4380,7,824059,9808,120.68,0.00
ja9847,hhi_MST,200.00,4380,9,860587,9821,121.34,0.00
mona-lisa100K,hhi_MST,0.00,7308,307,6983289,99948,116.70,0.00
mona-lisa100K,hhi_MST,0.50,7308,235,6979596,99948,116.73,0.00
mona-lisa100K,hhi_MST,1.00,7308,307,6987561,99952,116.94,0.00
mona-lisa100K,hhi_MST,1.50,7308,243,6983492,99953,117.02,0.00
mona-lisa100K,hhi_MST,2.00,7308,261,6979036,99954,116.92,0.00
mona-lisa100K,hhi_MST,2.50,7308,307,6985517,99952,117.16,0.00
mona-lisa100K,hhi_MST,3.00,7308,265,6975219,99945,117.22,0.00
mona-lisa100K,hhi_MST,3.50,7308,300,6979003,99964,117.27,0.00
mona-lisa100K,hhi_MST,4.00,7308,315,6974516,99962,117.22,0.00
mona-lisa100K,hhi_MST,4.50,7308,341,7004643,99952,117.27,0.00
mona-lisa100K,hhi_MST,5.00,7308,394,7000362,99950,117.47,0.00
mona-lisa100K,hhi_MST,7.00,7308,271,6998813,99956,117.89,0.00
mona-lisa100K,hhi_MST,10.00,7308,288,6969885,99955,117.98,0.00
mona-lisa100K,hhi_MST,25.00,7308,258,6983798,99951,119.64,0.00
mona-lisa100K,hhi_MST,50.00,7308,317,7025129,99956,121.36,0.00
mona-lisa100K,hhi_MST,75.00,7308,341,7053077,99955,122.41,0.00
mona-lisa100K,hhi_MST,100.00,7308,247,7068833,99964,123.27,0.00
mona-lisa100K,hhi_MST,200.00,7308,247,7126620,99972,125.10,0.00
