Dataset,Algorithm,Lambda,MemoryKB,TimeMS,TourLength,Bends,AvgBendAngle,Accuracy%
a20,hhi_MST,0,3712,0,370,19,113.22,0.00
a20,hhi_MST,0.50,3712,0,370,19,113.22,0.00
a20,hhi_MST,1.00,3712,0,370,19,113.22,0.00
a20,hhi_MST,1.50,3712,0,370,19,113.22,0.00
a20,hhi_MST,2.00,3712,0,370,19,113.22,0.00
a20,hhi_MST,2.50,3712,0,370,19,113.22,0.00
a20,hhi_MST,3.00,3712,0,370,19,113.22,0.00
a20,hhi_MST,3.50,3712,0,370,19,113.22,0.00
a20,hhi_MST,4.00,3712,0,370,19,113.22,0.00
a20,hhi_MST,4.50,3712,0,370,19,113.22,0.00
a20,hhi_MST,5.00,3712,0,370,19,113.22,0.00
a20,hhi_MST,7.00,3712,0,370,19,113.22,0.00
a20,hhi_MST,10.00,3712,0,370,19,113.22,0.00
a20,hhi_MST,25.00,3712,0,370,19,113.22,0.00
a20,hhi_MST,50.00,3712,0,370,19,113.22,0.00
a20,hhi_MST,75.00,3712,0,370,19,113.22,0.00
a20,hhi_MST,100.00,3712,0,370,19,113.22,0.00
a20,hhi_MST,200.00,3712,0,362,19,128.43,0.00
a280,hhi_MST,0.00,3712,0,3670,273,136.54,0.00
a280,hhi_MST,0.50,3712,0,3455,274,136.69,0.00
a280,hhi_MST,1.00,3712,0,3455,274,136.69,0.00
a280,hhi_MST,1.50,3712,0,3455,274,136.69,0.00
a280,hhi_MST,2.00,3712,0,3455,274,136.69,0.00
a280,hhi_MST,2.50,3712,0,3455,274,136.69,0.00
a280,hhi_MST,3.00,3712,0,3455,274,136.69,0.00
a280,hhi_MST,3.50,3712,0,3455,274,136.69,0.00
a280,hhi_MST,4.00,3712,0,3455,274,136.69,0.00
a280,hhi_MST,4.50,3840,0,3455,274,136.69,0.00
a280,hhi_MST,5.00,3840,0,3455,274,136.69,0.00
a280,hhi_MST,7.00,3840,0,3455,274,136.69,0.00
a280,hhi_MST,10.00,3840,0,3455,274,136.69,0.00
a280,hhi_MST,25.00,3840,0,3419,273,137.06,0.00
a280,hhi_MST,50.00,3840,0,3591,271,140.23,0.00
a280,hhi_MST,75.00,3840,0,3591,271,140.23,0.00
a280,hhi_MST,100.00,3840,0,3591,271,140.23,0.00
a280,hhi_MST,200.00,3840,0,3417,273,138.87,0.00
xql662,hhi_MST,0.00,3840,0,3578,646,127.22,0.00
xql662,hhi_MST,0.50,3840,0,3650,646,126.11,0.00
xql662,hhi_MST,1.00,3840,0,3648,648,125.09,0.00
xql662,hhi_MST,1.50,3840,0,3678,648,125.40,0.00
xql662,hhi_MST,2.00,3840,0,3537,649,126.68,0.00
xql662,hhi_MST,2.50,3840,0,3601,654,126.85,0.00
xql662,hhi_MST,3.00,3840,0,3570,653,126.64,0.00
